helper,projectile_id,visual_selector,file,line,args_count,speed,radius_or_flags,count,spread
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140064630_FUN_140064630.c,412,9,dVar31 + 0.0 + dVar30,1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140064630_FUN_140064630.c,448,9,dVar31,1,,
FUN_14006c2f0,10,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140064630_FUN_140064630.c,467,9,dVar31,1,,
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400e8d20_FUN_1400e8d20.c,195,11,dVar24,in_stack_ffffffffffffff18._8_8_,2,uVar17
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400e8d20_FUN_1400e8d20.c,206,11,dVar24,in_stack_ffffffffffffff18._8_8_,2,uVar17 + 0x5dc
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,99,9,dVar12,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,111,9,dVar12,1,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,123,9,dVar12,1,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,134,9,dVar12,1,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,158,9,dVar12,1,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,171,9,dVar12,1,,
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,205,11,dVar14,1,2,iVar5
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,207,11,dVar14,1,2,iVar5
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,211,11,dVar14,1,2,iVar5
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,213,11,dVar14,1,2,iVar5
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,244,9,dVar12,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,252,9,dVar12 + dVar14,1,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,262,9,dVar12,1,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140059760_FUN_140059760.c,271,9,dVar12,1,,
FUN_14006c2f0,11,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005e890_FUN_14005e890.c,236,2,,,,
FUN_14006c2f0,11,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005e890_FUN_14005e890.c,245,2,,,,
FUN_14006c2f0,11,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005e890_FUN_14005e890.c,256,2,,,,
FUN_14006c2f0,11,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005e890_FUN_14005e890.c,267,2,,,,
FUN_14006c2f0,12,2,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005e890_FUN_14005e890.c,304,9,uVar16,in_stack_fffffffffffffe70,,
FUN_14006c2f0,3,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005e890_FUN_14005e890.c,326,2,,,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005e890_FUN_14005e890.c,346,9,(double)(int)uVar29 * DAT_140539e90 + DAT_140539ff0,uVar16,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005e890_FUN_14005e890.c,351,2,,,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,367,11,dVar40,auVar55._8_8_,iVar24,0x10000
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,379,11,dVar40 - DAT_140539f90,auVar55._8_8_,iVar24,0x10000
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,449,11,dVar33,auVar58._8_8_,uVar45,iVar13 + 27000
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,456,11,dVar33 - DAT_140539fc8,auVar59._8_8_,uVar45,iVar13 + 29000
FUN_14006c2f0,17,12,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,839,9,dVar32,in_stack_fffffffffffffe98._8_8_,,
FUN_14006c2f0,17,12,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,857,9,dVar32,in_stack_fffffffffffffe98._8_8_,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,920,11,dVar32,auVar62._8_8_,iVar14 + 1,iVar14 * iVar12
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,1110,11,dVar40 + DAT_140539fc8,auVar64._8_8_,uVar45,0x10000
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,1174,11,dVar40,auVar64._8_8_,iVar14,iVar14 * 700 + -700
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,1341,11,dVar32,in_stack_fffffffffffffe98._8_8_,uVar45,0x10000
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,1412,9,dVar40,in_stack_fffffffffffffe98._8_8_,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,1427,9,dVar40,in_stack_fffffffffffffe98._8_8_,,
FUN_14006c2f0,17,12,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14001c8b0_FUN_14001c8b0.c,1515,9,dVar32,auVar71._8_8_,,
FUN_14006c2f0,17,13,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140022120_FUN_140022120.c,280,9,dVar29,uVar36,,
FUN_14006c2f0,17,13,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140022120_FUN_140022120.c,296,9,dVar29,"CONCAT44(uVar32,1)",,
FUN_1400709b0,6,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140022120_FUN_140022120.c,504,11,DAT_14053a238,"CONCAT44(uVar32,1)",5,iVar8
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400526c0_FUN_1400526c0.c,151,9,uVar3,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400526c0_FUN_1400526c0.c,159,9,uVar3,1,,
FUN_14006c2f0,13,44,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400526c0_FUN_1400526c0.c,170,9,uVar3,1,,
FUN_14006c2f0,13,45,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400526c0_FUN_1400526c0.c,176,9,uVar3,1,,
FUN_14006c2f0,12,44,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400526c0_FUN_1400526c0.c,182,9,uVar3,1,,
FUN_14006c2f0,12,45,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400526c0_FUN_1400526c0.c,187,9,uVar3,1,,
FUN_14006c2f0,3,58,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140063ec0_FUN_140063ec0.c,141,9,0,auVar26._8_8_,,
FUN_14006c2f0,3,59,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140063ec0_FUN_140063ec0.c,203,9,0,auVar29._8_8_,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400a8a80_FUN_1400a8a80.c,153,9,"CONCAT44(uVar16,uVar15)",in_stack_fffffffffffffec8._8_8_,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400a8a80_FUN_1400a8a80.c,170,9,dVar13,in_stack_fffffffffffffec8._8_8_,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400f4430_FUN_1400f4430.c,202,9,dVar14,"CONCAT44(uVar21,1)",,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400f4430_FUN_1400f4430.c,205,9,dVar14 + DAT_140539fc8,1,,
FUN_14006c2f0,17,12,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14009cd10_FUN_14009cd10.c,222,9,dVar17,"CONCAT44(uVar29,1)",,
FUN_14006c2f0,17,12,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14009cd10_FUN_14009cd10.c,228,9,dVar17,1,,
FUN_14006c2f0,13,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140044910_FUN_140044910.c,151,9,0,uVar36,,
FUN_14006c2f0,13,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140044910_FUN_140044910.c,161,9,DAT_140539f00,auVar31._8_8_,,
FUN_14006c2f0,13,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140044910_FUN_140044910.c,169,9,0,auVar33._8_8_,,
FUN_14006c2f0,12,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140044910_FUN_140044910.c,176,9,0,uVar36,,
FUN_14006c2f0,12,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140044910_FUN_140044910.c,186,9,DAT_140539f00,auVar31._8_8_,,
FUN_14006c2f0,12,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140044910_FUN_140044910.c,194,9,0,auVar35._8_8_,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,436,9,dVar37,uVar51,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,441,9,dVar37,in_stack_fffffffffffffdc0,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,448,9,dVar37 + dVar35,uVar51,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,453,9,dVar37 + dVar35,in_stack_fffffffffffffdc0,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,516,9,dVar46,1,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,521,9,dVar37,1,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,525,9,dVar37 - dVar29,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,596,9,dVar37,uVar51,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,610,9,dVar37,in_stack_fffffffffffffdc0,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,619,11,dVar37,"CONCAT44(uVar40,1)",in_stack_fffffffffffffdc8,0x10000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,702,11,dVar37,1,iVar10,iVar10 * 0x168 + -0x168
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,706,11,dVar37 + dVar46,1,iVar10,iVar10 * 0x168 + -0x2d0
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,783,9,dVar46,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400465d0_FUN_1400465d0.c,790,9,dVar46,1,,
FUN_14006c2f0,1,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14000e3b0_FUN_14000e3b0.c,173,9,dVar16,1,,
FUN_14006c2f0,1,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14000e3b0_FUN_14000e3b0.c,179,9,dVar16 + DAT_140539f10,1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14000e3b0_FUN_14000e3b0.c,245,9,"dVar18 + (double)CONCAT44(uVar22,uVar21)",1,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400e47c0_FUN_1400e47c0.c,153,9,dVar16,auVar32._8_8_,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400e47c0_FUN_1400e47c0.c,160,9,dVar16 + DAT_140539fc8,auVar33._8_8_,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140013c00_FUN_140013c00.c,252,11,dVar29,in_stack_fffffffffffffe78._8_8_,uVar42,0x10000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140013c00_FUN_140013c00.c,265,11,dVar29 + DAT_140539f68,in_stack_fffffffffffffe78._8_8_,uVar42,0x10000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140013c00_FUN_140013c00.c,347,11,dVar29,auVar38._8_8_,uVar42,0x10000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140013c00_FUN_140013c00.c,362,11,"dVar29 + (double)CONCAT44(uVar33,uVar28)",auVar39._8_8_,uVar42,0x10000
FUN_14006c2f0,0,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14009b0a0_FUN_14009b0a0.c,164,9,"(double)CONCAT44(uVar20,uVar19) - DAT_140539fb8",1,,
FUN_14006c2f0,0,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140021c80_FUN_140021c80.c,101,9,dVar11,auVar18._8_8_,,
FUN_14006c2f0,0,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140021c80_FUN_140021c80.c,108,9,dVar11 + DAT_140539f90,auVar19._8_8_,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400dc1c0_FUN_1400dc1c0.c,171,9,dVar22,1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400dc1c0_FUN_1400dc1c0.c,175,9,dVar22 + DAT_140539fc8,1,,
FUN_14006c2f0,5,15,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400dc1c0_FUN_1400dc1c0.c,314,9,0,1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,305,9,dVar24,uVar17,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,315,9,dVar24 - dVar22,uVar17,,
FUN_1400709b0,1,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,353,11,dVar24 - DAT_140539ef8,uVar17,2,iVar10 + 0x4b0
FUN_1400709b0,1,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,361,11,dVar24 - DAT_140539fa8,uVar17,2,iVar10 + 2000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,416,11,dVar27,uVar17,uVar15,12000
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,431,11,dVar27 - DAT_140539fc8,uVar17,uVar15,12000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,462,11,dVar27,uVar17,uVar15,12000
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,476,11,dVar27 - dVar25,uVar17,uVar15,12000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,551,11,dVar23 + dVar27,uVar17,iVar9,iVar4
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,568,11,dVar24 + dVar27,1,iVar9,iVar4
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,964,11,dVar22,uVar17,uVar15,uVar20
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,979,11,dVar27,"CONCAT44(uVar35,1)",uVar15,uVar20
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,988,11,dVar27,1,uVar15,uVar20
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140004660_FUN_140004660.c,1337,11,dVar27,1,uVar15,0x8000
FUN_1400709b0,3,7,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140088110_FUN_140088110.c,191,11,dVar13,"CONCAT44(uVar18,1)",in_stack_ffffffffffffff48,0x8000
FUN_1400709b0,3,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140093540_FUN_140093540.c,195,11,DAT_140539f68,uVar4,iVar2,22000
FUN_1400709b0,3,1,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140093540_FUN_140093540.c,203,11,DAT_140539ec8,uVar4,iVar2 - 1U,(int)(22000 / (ulonglong)(iVar2 - 1U)) * (iVar2 + -2) & 0xffff
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140093540_FUN_140093540.c,243,9,dVar14 + DAT_140539fb8,uVar4,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140045aa0_FUN_140045aa0.c,144,9,dVar12,1,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140045aa0_FUN_140045aa0.c,149,9,dVar12 - dVar2,1,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140011a80_FUN_140011a80.c,151,11,"CONCAT44(uVar14,uVar13)",1,uVar9,3000
FUN_14006c2f0,13,2,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400de960_FUN_1400de960.c,353,9,dVar25,"CONCAT44(uVar34,1)",,
FUN_14006c2f0,13,2,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400de960_FUN_1400de960.c,356,9,dVar25,1,,
FUN_14006c2f0,13,2,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400de960_FUN_1400de960.c,359,9,dVar25,1,,
FUN_14006c2f0,13,2,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400de960_FUN_1400de960.c,365,9,dVar25,1,,
FUN_14006c2f0,13,2,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400de960_FUN_1400de960.c,371,9,dVar28,1,,
FUN_14006c2f0,13,2,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/1400de960_FUN_1400de960.c,376,9,dVar28,1,,
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140041e90_FUN_140041e90.c,168,11,dVar24 + dVar21,in_stack_fffffffffffffe80,uVar15,30000
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140041e90_FUN_140041e90.c,247,11,dVar19,uVar29,iVar12,iVar13
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140041e90_FUN_140041e90.c,254,11,dVar19 + dVar7,uVar29,iVar12 + -2,(iVar13 / (iVar12 + -2)) * (iVar12 + -3) & 0xffff
FUN_1400709b0,2,9,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140041e90_FUN_140041e90.c,303,11,(double)(int)uVar14 * DAT_140539ee0 + DAT_14053a070,"CONCAT44(uVar27,1)",iVar12,iVar12 * 0xd05 + -0xd05
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140007fc0_FUN_140007fc0.c,223,9,"CONCAT44(uVar35,uVar32)",in_stack_fffffffffffffe58._8_8_,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140007fc0_FUN_140007fc0.c,240,9,dVar6,in_stack_fffffffffffffe58._8_8_,,
FUN_1400709b0,7,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140007fc0_FUN_140007fc0.c,387,11,DAT_14053a1e8,in_stack_fffffffffffffe58._8_8_,uVar32,uVar35
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140007fc0_FUN_140007fc0.c,408,9,"CONCAT44(uVar36,uVar33)",in_stack_fffffffffffffe58._8_8_,,
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140007fc0_FUN_140007fc0.c,428,9,dVar6,in_stack_fffffffffffffe58._8_8_,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140007fc0_FUN_140007fc0.c,486,9,"CONCAT44(uVar37,uVar34)",auVar59._8_8_,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140007fc0_FUN_140007fc0.c,500,9,dVar6,auVar59._8_8_,,
FUN_14006c2f0,20,37,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140037b30_FUN_140037b30.c,82,9,dVar10,1,,
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140040750_FUN_140040750.c,296,4,,,,
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140040750_FUN_140040750.c,306,4,,,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140040750_FUN_140040750.c,380,4,,,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140040750_FUN_140040750.c,391,4,,,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140040750_FUN_140040750.c,405,4,,,,
FUN_14006c2f0,6,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140094bc0_FUN_140094bc0.c,163,9,"(double)CONCAT44(uVar18,uVar17) + DAT_140539ef8",1,,
FUN_14006c2f0,6,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140094bc0_FUN_140094bc0.c,167,9,"(double)CONCAT44(uVar18,uVar17) + DAT_140539fc8",1,,
FUN_14006c2f0,6,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140094bc0_FUN_140094bc0.c,169,9,"(double)CONCAT44(uVar18,uVar17) + DAT_140539fe8",1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005a3f0_FUN_14005a3f0.c,403,9,uVar2,1,,
FUN_14006c2f0,2,57,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005a3f0_FUN_14005a3f0.c,427,9,dVar21,1,,
FUN_14006c2f0,3,9,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005a3f0_FUN_14005a3f0.c,429,9,dVar21 + DAT_140539fc8,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/14005a3f0_FUN_14005a3f0.c,453,9,dVar21,1,,
FUN_14006c2f0,3,2,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140057f90_FUN_140057f90.c,137,9,DAT_14053a138,in_stack_fffffffffffffe88._8_8_,,
FUN_14006c2f0,4,15,reverse/ghidra-or-ida/exports/stage-entity-list-refs/global-key-ref-decompiled/140057f90_FUN_140057f90.c,148,9,0,auVar31._8_8_,,
