helper,projectile_id,visual_selector,file,line,args_count,speed,radius_or_flags,count,spread
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400af090_FUN_1400af090.c,166,9,DAT_14053a160,auVar26._8_8_,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400a2ca0_FUN_1400a2ca0.c,263,9,"CONCAT44(uVar28,uVar26)",in_stack_ffffffffffffff08._8_8_,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400a2ca0_FUN_1400a2ca0.c,274,9,"CONCAT44(uVar28,uVar26)",auVar38._8_8_,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400a2ca0_FUN_1400a2ca0.c,282,9,"CONCAT44(uVar28,uVar26)",in_stack_ffffffffffffff08._8_8_,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400a2ca0_FUN_1400a2ca0.c,380,11,dVar22,in_stack_ffffffffffffff08._8_8_,iVar10 - 1U,(int)(12000 / (ulonglong)(iVar10 - 1U)) * (iVar10 + -2) & 0xffff
FUN_14006c2f0,0,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/14007d4e0_FUN_14007d4e0.c,238,9,"(double)CONCAT44(uVar18,uVar17) + DAT_140539fa8",auVar23._8_8_,,
FUN_14006c2f0,4,52,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400b3540_FUN_1400b3540.c,200,9,uVar11,in_stack_fffffffffffffee8._8_8_,,
FUN_14006c2f0,1,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/14009f5d0_FUN_14009f5d0.c,202,2,,,,
FUN_14006c2f0,1,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/14009f5d0_FUN_14009f5d0.c,205,2,,,,
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/140082d90_FUN_140082d90.c,243,11,dVar24,auVar37._8_8_,uVar18,20000
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/140082d90_FUN_140082d90.c,248,11,(dVar31 - DAT_140539fc8) + dVar26,auVar38._8_8_,uVar18,20000
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/140098700_FUN_140098700.c,240,11,dVar1 - DAT_140539f90,auVar27._8_8_,iVar9,(int)((double)iVar13 * _DAT_140539f88) * (iVar9 + -1)
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400b0120_FUN_1400b0120.c,184,9,dVar26,auVar31._8_8_,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400b0120_FUN_1400b0120.c,192,9,dVar26,auVar33._8_8_,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400b0120_FUN_1400b0120.c,198,9,dVar26,auVar34._8_8_,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1401331c0_FUN_1401331c0.c,104,9,uVar4,in_stack_fffffffffffffef8._8_8_,,
FUN_14006c2f0,9,1,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1401331c0_FUN_1401331c0.c,123,9,dVar5,in_stack_fffffffffffffef8._8_8_,,
FUN_14006c2f0,9,1,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1401331c0_FUN_1401331c0.c,144,9,dVar5,in_stack_fffffffffffffef8._8_8_,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400aa590_FUN_1400aa590.c,224,2,,,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/1400aa590_FUN_1400aa590.c,230,2,,,,
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/14009d610_FUN_14009d610.c,255,11,"CONCAT44(uVar25,uVar24)",in_stack_fffffffffffffee8._8_8_,iVar10,iVar11
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/14009d610_FUN_14009d610.c,264,11,dVar3,in_stack_fffffffffffffee8._8_8_,iVar10,iVar11
FUN_14006c2f0,0,0,reverse/ghidra-or-ida/exports/stage-update-helper-sample/neighborhood-decompiled/14009d610_FUN_14009d610.c,307,9,dVar21 - dVar19,in_stack_fffffffffffffee8._8_8_,,
FUN_14006c2f0,7,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005cc30_FUN_14005cc30.c,362,9,DAT_14053a178,"CONCAT44(uVar32,1)",,
FUN_14006c2f0,7,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005cc30_FUN_14005cc30.c,365,9,uVar34,1,,
FUN_14006c2f0,7,2,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140043710_FUN_140043710.c,191,9,"CONCAT44(uVar18,uVar17)",in_stack_fffffffffffffe88._8_8_,,
FUN_14006c2f0,7,2,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140043710_FUN_140043710.c,208,9,dVar15,in_stack_fffffffffffffe88._8_8_,,
FUN_1400709b0,3,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14009a4a0_FUN_14009a4a0.c,293,11,"CONCAT44(uVar25,uVar24)",in_stack_ffffffffffffff08._8_8_,uVar15,30000
FUN_1400709b0,3,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14009a4a0_FUN_14009a4a0.c,304,11,"CONCAT44(uVar25,uVar24)",auVar39._8_8_,uVar15,30000
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140012dc0_FUN_140012dc0.c,191,9,dVar27,1,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140012dc0_FUN_140012dc0.c,199,9,dVar27,1,,
FUN_14006c2f0,2,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140012dc0_FUN_140012dc0.c,424,9,dVar13,1,,
FUN_14006c2f0,2,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140012dc0_FUN_140012dc0.c,432,9,dVar11 + DAT_140539f90,1,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400dcd10_FUN_1400dcd10.c,238,11,dVar22,1,uVar16,0x8000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400dcd10_FUN_1400dcd10.c,245,11,dVar23,1,uVar16,0x8000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400dcd10_FUN_1400dcd10.c,345,11,dVar22,1,uVar16,0x8000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400dcd10_FUN_1400dcd10.c,352,11,dVar23,1,uVar16,0x8000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400a7760_FUN_1400a7760.c,240,4,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400a7760_FUN_1400a7760.c,327,4,,,,
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,288,11,dVar30,in_stack_fffffffffffffe60,in_stack_fffffffffffffe68,0x10000
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,297,11,dVar30,in_stack_fffffffffffffe60,in_stack_fffffffffffffe68,0x10000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,412,11,dVar27,in_stack_fffffffffffffe60,in_stack_fffffffffffffe68,(iVar22 + -1) * iVar15
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,486,9,dVar37,in_stack_fffffffffffffe60,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,496,9,in_stack_fffffffffffffe58,in_stack_fffffffffffffe60,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,508,9,dVar37,in_stack_fffffffffffffe60,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,519,9,in_stack_fffffffffffffe58,in_stack_fffffffffffffe60,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,631,9,in_stack_fffffffffffffe58,uVar5,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,636,9,in_stack_fffffffffffffe58,in_stack_fffffffffffffe60,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,731,11,dVar28,uVar5,uVar6,iVar14
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,740,11,dVar28,uVar5,uVar6,iVar14
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400270f0_FUN_1400270f0.c,745,11,dVar28,uVar5,uVar6,iVar14
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140018480_FUN_140018480.c,404,2,,,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140018480_FUN_140018480.c,516,2,,,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140018480_FUN_140018480.c,527,2,,,,
FUN_14006c2f0,3,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140018480_FUN_140018480.c,642,4,,,,
FUN_14006c2f0,5,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140018480_FUN_140018480.c,656,4,,,,
FUN_1400709b0,12,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140018480_FUN_140018480.c,718,2,,,,
FUN_1400709b0,12,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140018480_FUN_140018480.c,730,2,,,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140018480_FUN_140018480.c,973,2,,,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1323,9,0,auVar84._8_8_,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1339,9,0,auVar83._8_8_,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1364,9,0,auVar86._8_8_,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1379,9,0,auVar85._8_8_,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1403,9,0,auVar88._8_8_,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1419,9,0,auVar87._8_8_,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1445,9,0,auVar90._8_8_,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1461,9,0,auVar89._8_8_,,
FUN_14006c2f0,2,31,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1491,9,0,auVar91._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1516,9,0,auVar93._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1532,9,0,auVar92._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1557,9,0,auVar95._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1572,9,0,auVar94._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1596,9,0,auVar97._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1612,9,0,auVar96._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1638,9,0,auVar99._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1654,9,0,auVar98._8_8_,,
FUN_14006c2f0,3,32,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140023260_FUN_140023260.c,1694,9,0,auVar100._8_8_,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14008bd60_FUN_14008bd60.c,172,9,dVar26,auVar36._8_8_,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14008bd60_FUN_14008bd60.c,182,9,dVar26 + DAT_140539fc8,auVar37._8_8_,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14008bd60_FUN_14008bd60.c,234,9,dVar26,auVar39._8_8_,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14008bd60_FUN_14008bd60.c,243,9,dVar26 + DAT_140539ff0,auVar40._8_8_,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14008bd60_FUN_14008bd60.c,547,9,dVar25,auVar49._8_8_,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14008bd60_FUN_14008bd60.c,598,9,dVar21,in_stack_fffffffffffffe78._8_8_,,
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,397,2,,,,
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,402,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1134,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1158,11,dVar32,in_stack_fffffffffffffea8._8_8_,local_res20 + -1,(int)(0x8000 / (longlong)(local_res20 + -1)) * (local_res20 + -2) & 0xffff
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1171,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1310,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1334,2,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1344,2,,,,
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1383,11,dVar31,in_stack_fffffffffffffea8._8_8_,uVar25,(int)(0x8000 / (ulonglong)uVar25) * (local_res18 + -2) & 0xffff
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1472,11,dVar29,in_stack_fffffffffffffea8._8_8_,iVar16,iVar16 * 600 + -600
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1482,2,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1489,2,,,,
FUN_1400709b0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140014bf0_FUN_140014bf0.c,1546,11,uVar20,in_stack_fffffffffffffea8._8_8_,2,iVar23
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,323,11,dVar28 + dVar26,auVar38._8_8_,iVar16 + -4,0x10000
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,360,11,dVar28 + dVar26,auVar39._8_8_,iVar16 + -4,0x10000
FUN_14006c2f0,18,14,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,516,9,"CONCAT44(uVar32,uVar31)",auVar36._8_8_,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,568,9,dVar28,in_stack_fffffffffffffea8._8_8_,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,580,9,dVar28,in_stack_fffffffffffffea8._8_8_,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,594,9,dVar26,in_stack_fffffffffffffea8._8_8_,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,607,9,dVar28,in_stack_fffffffffffffea8._8_8_,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,634,9,dVar28,auVar47._8_8_,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,642,9,dVar28,auVar49._8_8_,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400eb780_FUN_1400eb780.c,647,9,dVar28,auVar50._8_8_,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140099570_FUN_140099570.c,245,11,"(double)CONCAT44(uVar19,uVar18) + _DAT_140539f88",auVar30._8_8_,iVar7 - 1U,(int)(17000 / (ulonglong)(iVar7 - 1U)) * (iVar7 + -2) & 0xffff
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400630f0_FUN_1400630f0.c,212,9,DAT_14053a158,in_stack_fffffffffffffd50,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400630f0_FUN_1400630f0.c,219,9,uVar26,in_stack_fffffffffffffd50,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400630f0_FUN_1400630f0.c,229,9,uVar26,in_stack_fffffffffffffd50,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400630f0_FUN_1400630f0.c,246,9,uVar26,in_stack_fffffffffffffd50,,
FUN_14006c2f0,0,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400630f0_FUN_1400630f0.c,257,9,uVar7,in_stack_fffffffffffffd50,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400630f0_FUN_1400630f0.c,268,9,uVar26,in_stack_fffffffffffffd50,,
FUN_14006c2f0,0,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400630f0_FUN_1400630f0.c,279,9,uVar7,in_stack_fffffffffffffd50,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140052fb0_FUN_140052fb0.c,1052,3,,,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140052fb0_FUN_140052fb0.c,1060,3,,,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140052fb0_FUN_140052fb0.c,1170,3,,,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140052fb0_FUN_140052fb0.c,1358,3,,,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140052fb0_FUN_140052fb0.c,1367,3,,,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140052fb0_FUN_140052fb0.c,1505,3,,,,
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,263,11,"CONCAT44(uVar29,uVar55)",in_stack_fffffffffffffef8._8_8_,uVar20,0x10000
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,287,11,"CONCAT44(uVar29,uVar55)",auVar41._8_8_,uVar20,0x10000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,393,11,dVar30,in_stack_fffffffffffffef8._8_8_,iVar16,iVar23
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,402,11,dVar30,auVar46._8_8_,iVar16,iVar23
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,410,11,dVar30,in_stack_fffffffffffffef8._8_8_,iVar16,iVar23
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,434,11,"CONCAT44(uVar33,uVar32)",in_stack_fffffffffffffef8._8_8_,uVar55,25000
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,478,9,dVar30,in_stack_fffffffffffffef8._8_8_,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,491,9,dVar26 - dVar27,in_stack_fffffffffffffef8._8_8_,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e3070_FUN_1400e3070.c,499,9,dVar26,auVar53._8_8_,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,222,9,dVar22 + dVar23,uVar34,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,225,9,dVar22 + DAT_14053a138,uVar34,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,228,9,dVar22 + DAT_14053a1b8,uVar34,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,231,9,dVar22 + DAT_14053a208,uVar34,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,235,9,dVar22 + DAT_14053a228,in_stack_fffffffffffffe50,,
FUN_14006c2f0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,258,9,dVar24,in_stack_fffffffffffffe50,,
FUN_14006c2f0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005b4a0_FUN_14005b4a0.c,270,9,dVar30 + dVar5 + dVar24,in_stack_fffffffffffffe50,,
