address	raw_le	float32	int32	double64	int64
14053ac58	0000a0410000c041	20.000000000000000	1101004800	536871043.25000000	4737786809094766592
140539da8	0000803f00000000	1.0000000000000000	1065353216	5.2635442470000000e-315	1065353216
140539d4c	0000403ffca9f1d2	0.75000000000000000	1061158912	-3.5982214149524745e+91	-3246626955499405312
14053b1e0	0000000000e063c0	0.0000000000000000	0	-159.00000000000000	-4583573705128411136
14053b200	0000000000e06bc0	0.0000000000000000	0	-223.00000000000000	-4581321905314725888
14053b160	00000000000050c0	0.0000000000000000	0	-64.000000000000000	-4589168020290535424
140539cec	cdcc4c3e0000803e	0.20000000298023224	1045220557	1.1920931721753903e-07	4503599628415716557
14053a050	cdcc0c4000000000	2.2000000476837160	1074580685	5.3091340000000000e-315	1074580685
14053a470	9a99594000000000	3.4000000953674316	1079613850	5.3340011400000000e-315	1079613850
14053a958	3333934000000000	4.5999999046325680	1083388723	5.3526514900000000e-315	1083388723
14053a328	dfbc9a7856344240	2.5107639909377833e+34	2023406815	36.408888888888890	4630320912885529823
14053a2c0	4f1be8b4814e3b40	-4.3233237079221000e-07	-1259857073	27.306666666666670	4628379361046174543
14053a008	0000006066660640	3.6893488147419103e+19	1610612736	2.7999999523162840	4613487458170961920
14053b108	00000000000033c0	0.0000000000000000	0	-19.000000000000000	-4597330794615144448
14053b0d0	00000000000022c0	0.0000000000000000	0	-9.0000000000000000	-4602115869219225600
140539d48	3333333f0000403f	0.69999998807907100	1060320051	0.00048828136496013030	4557642823959262003
140539e48	3333b33f00000000	1.3999999761581420	1068708659	5.2801223400000000e-315	1068708659
14053ac18	0000004100000000	8.0000000000000000	1090519040	5.3878799400000000e-315	1090519040
14053a9e0	9a99994000000000	4.8000001907348630	1083808154	5.3547237560000000e-315	1083808154
14053ac38	cdcc4c4100005041	12.800000190734863	1095552205	4194305.0203125000	4706261611697720525
14053ac48	0000804100009041	16.000000000000000	1098907648	67108880.375000000	4724276010210557952
14053ac94	0000004200000442	32.000000000000000	1107296256	10737420352.000000	4756927107517382656
14053a270	dc13c03d01dc3340	0.093787878751754760	1035998172	19.859393939393940	4626283140128707548
14053a3f8	0000000000005440	0.0000000000000000	0	80.000000000000000	4635329916471083008
140539fc0	0000004000000000	2.0000000000000000	1073741824	5.3049894770000000e-315	1073741824
14053b0c8	00000000000020c0	0.0000000000000000	0	-8.0000000000000000	-4602678819172646912
140539d00	cdcccc3e00000000	0.40000000596046450	1053609165	5.2055209260000000e-315	1053609165
140539d58	cdcc4c3f00000000	0.80000001192092900	1061997773	5.2469661560000000e-315	1061997773
140539df8	9a99993f00000000	1.2000000476837158	1067030938	5.2718332950000000e-315	1067030938
140539cf4	9a99993e8dedb5a0	0.30000001192092896	1050253722	-4.1867781562666140e-151	-6866320865960027750
140539ee0	333333333333d33f	4.1723250632230700e-08	858993459	0.30000000000000000	4599075939470750515
140539f08	9a9999999999e13f	-1.5881868392106856e-23	-1717986918	0.55000000000000000	4603129179135383962
140539f28	9a9999999999e93f	-1.5881868392106856e-23	-1717986918	0.80000000000000000	4605380978949069210
140539f10	333333333333e33f	4.1723250632230700e-08	858993459	0.60000000000000000	4603579539098121011
140539e78	0000c03f00000000	1.5000000000000000	1069547520	5.2842668600000000e-315	1069547520
14053abf8	0000e04000000000	7.0000000000000000	1088421888	5.3775186300000000e-315	1088421888
